cneo_orf_id	scer_oln_id	reliability_class
CNAG_04583	YGL133W	1
CNAG_05936	YOR116C	1
CNAG_01190	YLR268W	1
CNAG_06898	YHR142W	1
CNAG_04767	YOR390W	1
CNAG_03251	YDL137W	1
CNAG_05918	YJR121W	1
CNAG_01916	YDR097C	1
CNAG_03486	YDR304C	1
CNAG_05509	YOR202W	1
CNAG_02991	YLL050C	1
CNAG_05895	YDR301W	1
CNAG_02811	YLR388W	1
CNAG_01720	YCL008C	1
CNAG_04375	YBR003W	1
CNAG_01351	YBR242W	1
CNAG_04741	YMR171C	1
CNAG_01187	YKR081C	1
CNAG_00085	YJL115W	1
CNAG_00516	YDR142C	1
CNAG_05247	YDL052C	1
CNAG_02084	YJL167W	1
CNAG_05100	YJR125C	1
CNAG_03602	YDR398W	1
CNAG_02500	YAL058W	1
CNAG_02881	YLR245C	1
CNAG_05932	YLR216C	1
CNAG_06655	YDR331W	1
CNAG_02736	YJL008C	1
CNAG_00987	YGR078C	1
CNAG_02605	YOR070C	1
CNAG_03448	YGR083C	1
CNAG_04172	YDR362C	1
CNAG_06620	YAL048C	1
CNAG_00683	YLL019C	1
CNAG_03026	YMR281W	1
CNAG_01568	YDR212W	1
CNAG_03767	YFL008W	1
CNAG_00116	YNL178W	1
CNAG_00044	YNL163C	1
CNAG_05596	YER009W	1
CNAG_04510	YPR173C	1
CNAG_02998	YGR093W	1
CNAG_02455	YGL077C	1
CNAG_05605	YDR332W	1
CNAG_07873	YPL057C	1
CNAG_02918	YPL028W	1
CNAG_01771	YPL170W	1
CNAG_03693	YNL185C	1
CNAG_04235	YPR100W	1
CNAG_06666	YPR160W	1
CNAG_04408	YLR133W	1
CNAG_05828	YDL103C	1
CNAG_01899	YML094W	1
CNAG_03528	YBL037W	1
CNAG_05977	YFL007W	1
CNAG_05173	YER142C	1
CNAG_06002	YDL033C	1
CNAG_00026	YJL060W	1
CNAG_03904	YDR394W	1
CNAG_01649	YDR108W	1
CNAG_00612	YIL143C	1
CNAG_01773	YPL120W	1
CNAG_04313	YHR179W	1
CNAG_04204	YGR063C	1
CNAG_02767	YKL028W	1
CNAG_04499	YGR167W	1
CNAG_03689	YMR140W	1
CNAG_03849	YIL130W	1
CNAG_02940	YNL321W	1
CNAG_05314	YER122C	1
CNAG_03150	YIL134W	1
CNAG_06733	YGL004C	1
CNAG_06926	YAL067C	1
CNAG_03386	YPR058W	1
CNAG_06336	YGR282C	1
CNAG_01142	YPR091C	1
CNAG_01395	YOR095C	1
CNAG_02136	YKL003C	1
CNAG_05734	YBL007C	1
CNAG_04809	YDL216C	1
CNAG_02113	YLR170C	1
CNAG_06967	YBR092C	1
CNAG_02858	YNL220W	1
CNAG_02726	YIL041W	1
CNAG_04414	YMR088C	1
CNAG_02021	YHR013C	1
CNAG_04360	YHR070W	1
CNAG_04399	YBL036C	1
CNAG_07902	YEL063C	1
CNAG_07747	YGL205W	1
CNAG_03144	YER042W	1
CNAG_04541	YGL044C	1
CNAG_02535	YNL265C	1
CNAG_05524	YIL050W	1
CNAG_03054	YGR127W	1
CNAG_01683	YDR536W	1
CNAG_03000	YOL121C	1
CNAG_03871	YPR073C	1
CNAG_02875	YKR063C	1
CNAG_07936	YCR032W	1
CNAG_07686	YNL273W	1
CNAG_01912	YHR074W	1
CNAG_05098	YNR032C-A	1
CNAG_00551	YKR002W	1
CNAG_01141	YOL142W	1
CNAG_07426	YBR173C	1
CNAG_00977	YHR108W	1
CNAG_04405	YPR025C	1
CNAG_04226	YOR308C	1
CNAG_05301	YLR429W	1
CNAG_04152	YHR075C	1
CNAG_00605	YML131W	1
CNAG_03497	YKR068C	1
CNAG_00305	YDR214W	1
CNAG_01314	YHR202W	1
CNAG_02138	YHR164C	1
CNAG_07731	YER010C	1
CNAG_02664	YDL178W	1
CNAG_00700	YMR120C	1
CNAG_03724	YNL061W	1
CNAG_01918	YLR319C	1
CNAG_06829	YGR175C	1
CNAG_08012	YEL027W	1
CNAG_04726	YOR312C	1
CNAG_04692	YOR074C	1
CNAG_07607	YER048C	1
CNAG_02359	YGR027C	1
CNAG_00812	YIL026C	1
CNAG_00343	YOR025W	1
CNAG_00771	YDL136W	1
CNAG_05640	YOL122C	1
CNAG_01471	YLR077W	1
CNAG_04539	YGR112W	1
CNAG_05246	YDR063W	1
CNAG_07316	YGL256W	1
CNAG_07637	YGR220C	1
CNAG_04327	YJL080C	1
CNAG_04666	YGL048C	1
CNAG_01528	YHR049W	1
CNAG_03079	YCR044C	1
CNAG_06166	YIR002C	1
CNAG_02236	YNR032W	1
CNAG_06669	YBL001C	1
CNAG_07957	YLL011W	1
CNAG_06144	YKL056C	1
CNAG_05610	YML077W	1
CNAG_05534	YPR127W	1
CNAG_00121	YDL022W	1
CNAG_04384	YBL057C	1
CNAG_02604	YIL072W	1
CNAG_06746	YDR224C	1
CNAG_01153	YDR064W	1
CNAG_01437	YCL059C	1
CNAG_01234	YDR104C	1
CNAG_04011	YPR043W	1
CNAG_05391	YKL089W	1
CNAG_01870	YGR207C	1
CNAG_01526	YPL054W	1
CNAG_00654	YKL086W	1
CNAG_04906	YOR259C	1
CNAG_05410	YBR105C	1
CNAG_02670	YBR200W	1
CNAG_05252	YMR214W	1
CNAG_04128	YDR183W	1
CNAG_04815	YNL271C	1
CNAG_06551	YAR035W	1
CNAG_01885	YOL115W	1
CNAG_05202	YDR257C	1
CNAG_04902	YLR207W	1
CNAG_05905	YGR246C	1
CNAG_05475	YGR253C	1
CNAG_05933	YDR189W	1
CNAG_07571	YCR030C	1
CNAG_02686	YGL184C	1
CNAG_04267	YJR144W	1
CNAG_01155	YHL032C	1
CNAG_03727	YNL144C	1
CNAG_07499	YNL192W	1
CNAG_05721	YKR009C	1
CNAG_01285	YPL209C	1
CNAG_04822	YHR068W	1
CNAG_01938	YDR122W	1
CNAG_01638	YJL030W	1
CNAG_04571	YPL266W	1
CNAG_07431	YDR338C	1
CNAG_04980	YJL124C	1
CNAG_04312	YER003C	1
CNAG_03619	YAL022C	1
CNAG_03263	YOR187W	1
CNAG_03347	YDR258C	1
CNAG_01013	YBR175W	1
CNAG_05420	YMR182C	1
CNAG_01579	YJR138W	1
CNAG_00237	YGL009C	1
CNAG_07572	YPL086C	1
CNAG_05558	YPL141C	1
CNAG_01577	YAL062W	1
CNAG_01961	YER120W	1
CNAG_04846	YLR152C	1
CNAG_07449	YBR132C	1
CNAG_07660	YER178W	1
CNAG_06748	YER082C	1
CNAG_00403	YHL021C	1
CNAG_02476	YOR172W	1
CNAG_04461	YGL251C	1
CNAG_01959	YLR272C	1
CNAG_04334	YNL306W	1
CNAG_01594	YMR189W	1
CNAG_05788	YHR039C-A	1
CNAG_05663	YDL224C	1
CNAG_07424	YHR143W-A	1
CNAG_02682	YHR120W	1
CNAG_00142	YDR365C	1
CNAG_05142	YBL082C	1
CNAG_00594	YLR020C	1
CNAG_04303	YDL074C	1
CNAG_01721	YDL205C	1
CNAG_04448	YBR084C-A	1
CNAG_02985	YKL095W	1
CNAG_06443	YJL034W	1
CNAG_07566	YPL249C	1
CNAG_00816	YBL078C	1
CNAG_02760	YOR216C	1
CNAG_01304	YLL035W	1
CNAG_02431	YBL055C	1
CNAG_00047	YIL042C	1
CNAG_01221	YBR002C	1
CNAG_00556	YNL154C	1
CNAG_02434	YNL259C	1
CNAG_00603	YOR145C	1
CNAG_07541	YKL206C	1
CNAG_06600	YBR080C	1
CNAG_04362	YOR046C	1
CNAG_03507	YLR163C	1
CNAG_02856	YJL129C	1
CNAG_01686	YDR533C	1
CNAG_00181	YIL097W	1
CNAG_02536	YGL112C	1
CNAG_03284	YOR287C	1
CNAG_06370	YJR148W	1
CNAG_05611	YGR012W	1
CNAG_03390	YLR397C	1
CNAG_01033	YNL232W	1
CNAG_06095	YMR142C	1
CNAG_02792	YDR375C	1
CNAG_04372	YPR187W	1
CNAG_02162	YDR339C	1
CNAG_04755	YJL095W	1
CNAG_03267	YMR240C	1
CNAG_00911	YJR154W	1
CNAG_00389	YJR122W	1
CNAG_00074	YOR161C	1
CNAG_05904	YCR031C	1
CNAG_02208	YER070W	1
CNAG_03086	YLR098C	1
CNAG_02165	YLR177W	1
CNAG_04494	YLR298C	1
CNAG_01756	YDL217C	1
CNAG_02067	YBR187W	1
CNAG_00007	YGR171C	1
CNAG_07563	YOL033W	1
CNAG_01501	YER163C	1
CNAG_05355	YER125W	1
CNAG_06376	YMR231W	1
CNAG_07485	YNL237W	1
CNAG_04575	YPR119W	1
CNAG_01468	YOR058C	1
CNAG_01987	YHR204W	1
CNAG_00779	YHR010W	1
CNAG_06607	YNL102W	1
CNAG_00770	YOL090W	1
CNAG_06665	YFL027C	1
CNAG_03673	YML016C	1
CNAG_04668	YLR306W	1
CNAG_03064	YER002W	1
CNAG_05442	YER148W	1
CNAG_06241	YFL041W	1
CNAG_03949	YDL236W	1
CNAG_04005	YPL184C	1
CNAG_01026	YLR299W	1
CNAG_04782	YLR361C	1
CNAG_06471	YNR036C	1
CNAG_07494	YJR002W	1
CNAG_06604	YGL110C	1
CNAG_07536	YOR340C	1
CNAG_05199	YJR045C	1
CNAG_01609	YJR130C	1
CNAG_06417	YJR058C	1
CNAG_06621	YGR286C	1
CNAG_02938	YGL191W	1
CNAG_06123	YPL160W	1
CNAG_03866	YJR001W	1
CNAG_05621	YMR113W	1
CNAG_04388	YHR008C	1
CNAG_06193	YJL106W	1
CNAG_02565	YDR234W	1
CNAG_05499	YER118C	1
CNAG_01381	YGR095C	1
CNAG_01628	YHL015W	1
CNAG_00335	YMR028W	1
CNAG_07559	YMR099C	1
CNAG_04951	YDR035W	1
CNAG_01133	YGL085W	1
CNAG_04868	YLR143W	1
CNAG_03450	YLL048C	1
CNAG_07951	YPR169W	1
CNAG_05773	YIL046W	1
CNAG_01627	YMR020W	1
CNAG_02783	YML030W	1
CNAG_04649	YPR051W	1
CNAG_01110	YOR265W	1
CNAG_05082	YDR117C	1
CNAG_01884	YOR063W	1
CNAG_04698	YPL225W	1
CNAG_00985	YLR104W	1
CNAG_03710	YLR228C	1
CNAG_03189	YPR089W	1
CNAG_03319	YBL085W	1
CNAG_04843	YLR253W	1
CNAG_03273	YCR042C	1
CNAG_06103	YOR359W	1
CNAG_01812	YLR009W	1
CNAG_06080	YKL212W	1
CNAG_03748	YGL195W	1
CNAG_06510	YLR127C	1
CNAG_02753	YLL023C	1
CNAG_03634	YNL248C	1
CNAG_06077	YER107C	1
CNAG_00931	YDR246W	1
CNAG_04298	YLR002C	1
CNAG_05287	YJR034W	1
CNAG_00356	YDR346C	1
CNAG_03610	YGL130W	1
CNAG_01780	YAL036C	1
CNAG_07470	YOR360C	1
CNAG_01360	YJR091C	1
CNAG_01256	YGR067C	1
CNAG_02131	YLL027W	1
CNAG_05920	YJL035C	1
CNAG_01911	YIL068C	1
CNAG_06643	YMR239C	1
CNAG_05894	YKR054C	1
CNAG_01984	YLR354C	1
CNAG_01881	YOR232W	1
CNAG_05800	YOR234C	1
CNAG_01742	YPR192W	1
CNAG_03215	YNL065W	1
CNAG_01435	YDR023W	1
CNAG_02078	YDR400W	1
CNAG_06175	YIL075C	1
CNAG_00727	YPL224C	1
CNAG_00718	YML102W	1
CNAG_00622	YOL140W	1
CNAG_04544	YER128W	1
CNAG_01900	YJR142W	1
CNAG_00368	YJL029C	1
CNAG_04326	YKL029C	1
CNAG_07926	YLR195C	1
CNAG_01550	YOR006C	1
CNAG_05650	YMR304W	1
CNAG_07846	YIL063C	1
CNAG_04664	YBR268W	1
CNAG_00188	YGL231C	1
CNAG_04758	YNL142W	1
CNAG_03674	YIL125W	1
CNAG_00370	YIL148W	1
CNAG_00443	YCR023C	1
CNAG_01214	YJR075W	1
CNAG_03260	YHR147C	1
CNAG_00819	YOR182C	1
CNAG_03509	YGR193C	1
CNAG_00905	YOR378W	1
CNAG_07353	YIL007C	1
CNAG_05075	YBR296C	1
CNAG_01106	YOR270C	1
CNAG_03129	YPR186C	1
CNAG_02812	YJL088W	1
CNAG_06465	YCR094W	1
CNAG_00447	YIL142W	1
CNAG_04017	YCL033C	1
CNAG_00775	YMR093W	1
CNAG_02920	YLR351C	1
CNAG_00130	YLR248W	1
CNAG_03902	YPL133C	1
CNAG_06387	YDL132W	1
CNAG_01296	YKL125W	1
CNAG_07645	YBR217W	1
CNAG_06639	YIL030C	1
CNAG_07745	YMR083W	1
CNAG_01658	YJR141W	1
CNAG_05439	YOL016C	1
CNAG_04757	YER182W	1
CNAG_00569	YBL033C	1
CNAG_02993	YIL023C	1
CNAG_03854	YJL055W	1
CNAG_04120	YMR277W	1
CNAG_01736	YDR320C-A	1
CNAG_05468	YKL114C	1
CNAG_05825	YBR202W	1
CNAG_05193	YML067C	1
CNAG_00561	YPL001W	1
CNAG_01906	YOL009C	1
CNAG_00531	YDR039C	1
CNAG_01217	YKL059C	1
CNAG_06763	YHR011W	1
CNAG_05877	YDR460W	1
CNAG_02449	YBR222C	1
CNAG_06636	YDR151C	1
CNAG_04119	YLR371W	1
CNAG_03979	YLR243W	1
CNAG_01321	YKL192C	1
CNAG_05136	YEL031W	1
CNAG_05613	YDR141C	1
CNAG_00904	YKR105C	1
CNAG_02464	YKL215C	1
CNAG_03190	YAL021C	1
CNAG_06922	YMR210W	1
CNAG_01220	YGR029W	1
CNAG_05035	YDR376W	1
CNAG_02167	YNR006W	1
CNAG_01616	YFL034W	1
CNAG_03065	YGL054C	1
CNAG_03399	YKR028W	1
CNAG_04070	YMR302C	1
CNAG_03019	YER015W	1
CNAG_04339	YBR102C	1
CNAG_04118	YKL139W	1
CNAG_00500	YDL006W	1
CNAG_01914	YLR290C	1
CNAG_03198	YBL072C	1
CNAG_06222	YBL092W	1
CNAG_06835	YPR159W	1
CNAG_00233	YLR008C	1
CNAG_07991	YDR379C-A	1
CNAG_07511	YNL110C	1
CNAG_02498	YPR032W	1
CNAG_03554	YDL145C	1
CNAG_04732	YLR151C	1
CNAG_06545	YGL097W	1
CNAG_02365	YDR242W	1
CNAG_05844	YJR135W-A	1
CNAG_06364	YFL024C	1
CNAG_04775	YPL107W	1
CNAG_07725	YPR065W	1
CNAG_04089	YPL010W	1
CNAG_03418	YGR218W	1
CNAG_05690	YNL330C	1
CNAG_01439	YPR178W	1
CNAG_01232	YGL006W	1
CNAG_03565	YGL008C	1
CNAG_04914	YFL017W-A	1
CNAG_00696	YGL156W	1
CNAG_06361	YDL097C	1
CNAG_04724	YGL141W	1
CNAG_00248	YLR417W	1
CNAG_03374	YDR013W	1
CNAG_00238	YBL076C	1
CNAG_02290	YLR418C	1
CNAG_02328	YDL060W	1
CNAG_05653	YNL117W	1
CNAG_05392	YJL056C	1
CNAG_03822	YPR140W	1
CNAG_05634	YOR014W	1
CNAG_06301	YHR205W	1
CNAG_01479	YOL032W	1
CNAG_03730	YOL005C	1
CNAG_03370	YDR373W	1
CNAG_00462	YOR356W	1
CNAG_00421	YKL041W	1
CNAG_02020	YGR002C	1
CNAG_06568	YPL026C	1
CNAG_04961	YEL021W	1
CNAG_00537	YML042W	1
CNAG_00736	YDR166C	1
CNAG_02240	YNL212W	1
CNAG_03435	YEL026W	1
CNAG_04131	YLR398C	1
CNAG_02372	YDL015C	1
CNAG_06779	YGR074W	1
CNAG_07356	YKL141W	1
CNAG_02901	YER112W	1
CNAG_01175	YMR292W	1
CNAG_07863	YHR027C	1
CNAG_03191	YGL003C	1
CNAG_07748	YML014W	1
CNAG_02891	YOR285W	1
CNAG_05359	YLR007W	1
CNAG_03081	YGL064C	1
CNAG_03305	YKL189W	1
CNAG_03952	YDR100W	1
CNAG_01224	YNL301C	1
CNAG_00800	YGL037C	1
CNAG_07966	YJL127C-B	1
CNAG_00788	YMR145C	1
CNAG_01300	YKR057W	1
CNAG_05171	YNR052C	1
CNAG_01623	YNL292W	1
CNAG_01564	YOL041C	1
CNAG_05712	YOL143C	1
CNAG_03306	YMR197C	1
CNAG_00345	YGL040C	1
CNAG_02211	YGR268C	1
CNAG_04674	YDR176W	1
CNAG_07629	YDR452W	1
CNAG_01364	YDR454C	1
CNAG_03353	YBR146W	1
CNAG_02191	YNL310C	1
CNAG_06689	YGR173W	1
CNAG_04148	YAR018C	1
CNAG_01962	YDR204W	1
CNAG_00519	YLR056W	1
CNAG_01990	YJR123W	1
CNAG_00809	YPL119C	1
CNAG_04465	YDL087C	1
CNAG_00660	YPL116W	1
CNAG_02609	YOL096C	1
CNAG_00533	YPL063W	1
CNAG_00602	YMR146C	1
CNAG_01253	YHR005C-A	1
CNAG_06741	YDL031W	1
CNAG_06840	YOR133W	1
CNAG_06840	YDR385W	1
CNAG_05715	YDR486C	1
CNAG_07565	YMR236W	1
CNAG_00393	YEL011W	1
CNAG_03436	YLR089C	1
CNAG_06834	YDL095W	1
CNAG_04764	YOR236W	1
CNAG_03686	YBR070C	1
CNAG_01174	YJL108C	1
CNAG_01482	YNL083W	1
CNAG_01419	YDL146W	1
CNAG_01197	YMR235C	1
CNAG_06538	YKL221W	1
CNAG_00961	YOL048C	1
CNAG_00934	YIR027C	1
CNAG_06063	YER141W	1
CNAG_03582	YOR275C	1
CNAG_03960	YJL172W	1
CNAG_06441	YPL040C	1
CNAG_05084	YKL213C	1
CNAG_01023	YDL003W	1
CNAG_00581	YPL154C	1
CNAG_04069	YGR091W	1
CNAG_00413	YER049W	1
CNAG_01204	YDR298C	1
CNAG_04286	YOR224C	1
CNAG_03967	YKL007W	1
CNAG_03762	YCL054W	1
CNAG_01563	YNL021W	1
CNAG_02120	YKR070W	1
CNAG_05149	YPL172C	1
CNAG_07740	YNL010W	1
CNAG_04463	YPR168W	1
CNAG_03246	YOL010W	1
CNAG_04859	YIL118W	1
CNAG_01543	YGR261C	1
CNAG_07579	YML096W	1
CNAG_06628	YER073W	1
CNAG_03303	YHR021C	1
CNAG_01923	YDL100C	1
CNAG_04708	YJR089W	1
CNAG_04379	YJR044C	1
CNAG_01788	YGR024C	1
CNAG_07429	YCR024C	1
CNAG_04009	YKL157W	1
CNAG_00256	YDR158W	1
CNAG_05704	YPL002C	1
CNAG_01251	YKL010C	1
CNAG_05120	YOR209C	1
CNAG_04259	YHR089C	1
CNAG_03919	YDR511W	1
CNAG_04072	YPL211W	1
CNAG_02937	YOR254C	1
CNAG_03789	YKL009W	1
CNAG_01223	YJL079C	1
CNAG_05896	YDR390C	1
CNAG_06314	YGL234W	1
CNAG_07924	YMR043W	1
CNAG_01372	YDR458C	1
CNAG_02425	YCL047C	1
CNAG_05797	YOR048C	1
CNAG_00136	YKL210W	1
CNAG_02373	YLR396C	1
CNAG_05013	YNL004W	1
CNAG_04601	YLR058C	1
CNAG_03053	YOL127W	1
CNAG_07487	YKL016C	1
CNAG_01746	YML068W	1
CNAG_06543	YNL130C	1
CNAG_06208	YPL106C	1
CNAG_05782	YPR023C	1
CNAG_01216	YNR034W	1
CNAG_04800	YFL022C	1
CNAG_06415	YDR270W	1
CNAG_02678	YGL033W	1
CNAG_04840	YER029C	1
CNAG_02418	YHR019C	1
CNAG_04192	YGR061C	1
CNAG_03533	YER051W	1
CNAG_00019	YEL020W-A	1
CNAG_00426	YDR320C	1
CNAG_06548	YCL045C	1
CNAG_00891	YER036C	1
CNAG_01588	YDR276C	1
CNAG_07524	YML035C	1
CNAG_00104	YPL226W	1
CNAG_05351	YFL045C	1
CNAG_05296	YGR257C	1
CNAG_07631	YOR178C	1
CNAG_04277	YIL047C	1
CNAG_02179	YOL060C	1
CNAG_06697	YDL028C	1
CNAG_01737	YGR060W	1
CNAG_05878	YBR234C	1
CNAG_06549	YPL228W	1
CNAG_01687	YNL207W	1
CNAG_02506	YDR487C	1
CNAG_02485	YBR039W	1
CNAG_01894	YPL104W	1
CNAG_03885	YMR132C	1
CNAG_04321	YLR330W	1
CNAG_06946	YER156C	1
CNAG_04636	YOR197W	1
CNAG_03226	YLL041C	1
CNAG_03333	YCR061W	1
CNAG_00286	YGL122C	1
CNAG_03098	YJL104W	1
CNAG_03372	YPL084W	1
CNAG_00923	YLR241W	1
CNAG_02990	YOR052C	1
CNAG_06029	YOL114C	1
CNAG_02725	YOR157C	1
CNAG_03463	YPL004C	1
CNAG_04771	YOR089C	1
CNAG_04631	YDR109C	1
CNAG_04170	YDL156W	1
CNAG_01103	YDL043C	1
CNAG_04538	YHR171W	1
CNAG_06283	YDR026C	1
CNAG_02877	YJR127C	1
CNAG_04694	YLR196W	1
CNAG_01622	YJL006C	1
CNAG_02994	YHR146W	1
CNAG_03452	YEL052W	1
CNAG_02171	YDR419W	1
CNAG_07598	YGL238W	1
CNAG_01666	YBL026W	1
CNAG_07483	YPL167C	1
CNAG_07527	YNR030W	1
CNAG_06086	YPL042C	1
CNAG_05507	YMR158W	1
CNAG_04742	YKL045W	1
CNAG_07878	YOR206W	1
CNAG_01129	YHR072W	1
CNAG_00932	YMR090W	1
CNAG_04627	YJR084W	1
CNAG_05708	YBR058C	1
CNAG_00451	YNL040W	1
CNAG_05814	YMR230W	1
CNAG_05059	YBR221C	1
CNAG_00271	YEL044W	1
CNAG_03335	YHL011C	1
CNAG_00414	YCR019W	1
CNAG_01852	YDL165W	1
CNAG_04824	YGL086W	1
CNAG_02924	YPL127C	1
CNAG_07028	MPR1	1
CNAG_07028	YFR004W	1
CNAG_00797	YLR153C	1
CNAG_06544	YBR089C-A	1
CNAG_02139	YHR001W	1
CNAG_05722	YOR335C	1
CNAG_06684	YNL182C	1
CNAG_02048	YLR142W	1
CNAG_00641	YML010W	1
CNAG_05198	YJR052W	1
CNAG_00299	YLR032W	1
CNAG_04098	YDR406W	1
CNAG_02459	YGL119W	1
CNAG_05762	YDR382W	1
CNAG_05755	YAL025C	1
CNAG_01790	YOR295W	1
CNAG_00742	YMR296C	1
CNAG_04243	YAL041W	1
CNAG_07689	YGR278W	1
CNAG_06849	YIR034C	1
CNAG_05661	YML069W	1
CNAG_02511	YBL016W	1
CNAG_01436	YDL047W	1
CNAG_01485	YDL174C	1
CNAG_02859	YPL188W	1
CNAG_05770	YPR103W	1
CNAG_05465	YMR116C	1
CNAG_02714	YAL003W	1
CNAG_01632	YDR058C	1
CNAG_02233	YBR136W	1
CNAG_06079	YBR088C	1
CNAG_00906	YKL014C	1
CNAG_01371	YOR301W	1
CNAG_03818	YLR006C	1
CNAG_02100	YPL231W	1
CNAG_03148	YFR031C	1
CNAG_04802	YPR137W	1
CNAG_09002	Q0105	1
CNAG_06316	YAL044C	1
CNAG_01920	YLL039C	1
CNAG_06998	YLR378C	1
CNAG_02897	YDR017C	1
CNAG_03745	YIR023W	1
CNAG_04505	YER020W	1
CNAG_03271	YPL151C	1
CNAG_03987	YKR084C	1
CNAG_01248	YLR386W	1
CNAG_00845	YKL082C	1
CNAG_02842	YNL252C	1
CNAG_05537	YCR066W	1
CNAG_05745	YBR172C	1
CNAG_00926	YGL065C	1
CNAG_00088	YGR132C	1
CNAG_04156	YHR025W	1
CNAG_04584	YBR233W	1
CNAG_02923	YKL170W	1
CNAG_03817	YCR087C-A	1
CNAG_07309	YNL001W	1
CNAG_07409	YFL036W	1
CNAG_04410	YGR263C	1
CNAG_02406	YLR103C	1
CNAG_01991	YIL111W	1
CNAG_02337	YHR128W	1
CNAG_00625	YPR095C	1
CNAG_00895	YGL255W	1
CNAG_00708	YBR065C	1
CNAG_00287	YOR007C	1
CNAG_02460	YDR044W	1
CNAG_06603	YBR281C	1
CNAG_02144	YGL135W	1
CNAG_05216	YPL153C	1
CNAG_02928	YPL131W	1
CNAG_05603	YMR014W	1
CNAG_05395	YDL077C	1
CNAG_06709	YKL033W	1
CNAG_02304	YGL219C	1
CNAG_02149	YBR269C	1
CNAG_03052	YBL056W	1
CNAG_01002	YOL137W	1
CNAG_01797	YDR175C	1
CNAG_00739	YNL092W	1
CNAG_01833	YOL139C	1
CNAG_03001	YPR112C	1
CNAG_04650	YLR085C	1
CNAG_01233	YLR084C	1
CNAG_01810	YJR063W	1
CNAG_04274	YJR019C	1
CNAG_00539	YGR138C	1
CNAG_05230	YPL020C	1
CNAG_04797	YML105C	1
CNAG_07862	YEL047C	1
CNAG_04617	YPR194C	1
CNAG_01614	YFR005C	1
CNAG_03793	YPR166C	1
CNAG_00497	YBR086C	1
CNAG_03747	YGL103W	1
CNAG_05838	YBR260C	1
CNAG_00513	YPL146C	1
CNAG_04359	YBL066C	1
CNAG_03557	YKL058W	1
CNAG_00265	YPL117C	1
CNAG_02976	YDR236C	1
CNAG_02288	YJR095W	1
CNAG_05672	YBR141C	1
CNAG_02283	YIL099W	1
CNAG_06634	YPR175W	1
CNAG_01128	YDR272W	1
CNAG_01398	YJL050W	1
CNAG_00821	YIL052C	1
CNAG_01238	YMR062C	1
CNAG_06642	YKL203C	1
CNAG_04176	YGL073W	1
CNAG_05626	YBR037C	1
CNAG_01752	YOR222W	1
CNAG_05556	YLR325C	1
CNAG_01592	YDR410C	1
CNAG_05808	YOR075W	1
CNAG_03412	YDR371W	1
CNAG_06899	YPR108W	1
CNAG_05880	YDR512C	1
CNAG_05969	YDL104C	1
CNAG_01979	YDR167W	1
CNAG_01170	YML024W	1
CNAG_00067	YDR086C	1
CNAG_01688	YPR024W	1
CNAG_00703	YDL075W	1
CNAG_04445	YNL096C	1
CNAG_01908	YOR278W	1
CNAG_00545	YDR180W	1
CNAG_02361	YCR028C	1
CNAG_00490	YIL160C	1
CNAG_03927	YAL046C	1
CNAG_02541	YGR233C	1
CNAG_03890	YHR207C	1
CNAG_00606	YMR227C	1
CNAG_02153	YCR084C	1
CNAG_06744	YML127W	1
CNAG_00082	YIL003W	1
CNAG_06426	YDR378C	1
CNAG_00645	YBR153W	1
CNAG_00253	YGL233W	1
CNAG_05011	YDL120W	1
CNAG_06335	YPL155C	1
CNAG_01350	YDR255C	1
CNAG_01120	YNL071W	1
CNAG_00461	YDR221W	1
CNAG_06664	YMR004W	1
CNAG_00358	YOR274W	1
CNAG_05107	YNL153C	1
CNAG_03542	YPL111W	1
CNAG_04739	YLL018C-A	1
CNAG_07944	YBR208C	1
CNAG_02818	YDR019C	1
CNAG_05440	YBR035C	1
CNAG_00101	YDR367W	1
CNAG_02769	YGR062C	1
CNAG_02081	YJR131W	1
CNAG_03865	YHR009C	1
CNAG_04709	YDR405W	1
CNAG_04400	YDR041W	1
CNAG_04936	YBL097W	1
CNAG_03888	YMR268C	1
CNAG_06439	YML086C	1
CNAG_07717	YJL197W	1
CNAG_01119	YKR093W	1
CNAG_02799	YFL053W	1
CNAG_07446	YER048W-A	1
CNAG_04844	YNL131W	1
CNAG_04745	YDL207W	1
CNAG_06126	YGR280C	1
CNAG_03861	YHR051W	1
CNAG_04762	YBR031W	1
CNAG_06276	YMR168C	1
CNAG_06594	YPL145C	1
CNAG_00854	YMR202W	1
CNAG_00398	YPR154W	1
CNAG_00058	YJR064W	1
CNAG_06231	YIL133C	1
CNAG_00970	YBR029C	1
CNAG_04799	YHL001W	1
CNAG_02225	YLR300W	1
CNAG_00436	YDR264C	1
CNAG_05003	YDL237W	1
CNAG_06622	YBL049W	1
CNAG_02950	YER174C	1
CNAG_00822	YIR012W	1
CNAG_05166	YDR334W	1
CNAG_01136	YIL093C	1
CNAG_00754	YDR091C	1
CNAG_00576	YGR031W	1
CNAG_00427	YOR090C	1
CNAG_00676	YPL065W	1
CNAG_02982	YLR222C	1
CNAG_03290	YDR523C	1
CNAG_01681	YER060W	1
CNAG_04937	YMR026C	1
CNAG_01667	YNR041C	1
CNAG_01978	YMR274C	1
CNAG_02519	YIL065C	1
CNAG_01729	YMR128W	1
CNAG_04647	YOL049W	1
CNAG_06381	YMR266W	1
CNAG_03907	YKR090W	1
CNAG_05633	YGR183C	1
CNAG_07352	YGR235C	1
CNAG_07779	YGR205W	1
